keyword_id,keyword_text,campaign_id,campaign_name,match_type,date,current_bid,impressions,clicks,conversions,spend,revenue,campaign_daily_budget
K425,glue stick,C001,Headphones & Audio,phrase,2025-02-21,2.69,1907,33,2,66.99,60.11,300.0
K426,tape dispenser,C004,Fitness & Outdoors,phrase,2025-02-21,5.11,288,4,0,15.04,0.0,200.0
K427,stapler,C009,Electronics Deals,exact,2025-02-21,5.3,1710,45,0,161.55,0.0,500.0
K428,pencil sharpener,C005,Kids & Toys,phrase,2025-02-21,1.67,473,5,0,4.45,0.0,150.0
K429,ruler set,C001,Headphones & Audio,broad,2025-02-21,0.89,1126,26,1,13.26,55.64,300.0
K430,eraser pack,C001,Headphones & Audio,exact,2025-02-21,3.44,1130,19,1,56.05,30.89,300.0
K431,marker set,C003,Home & Kitchen,exact,2025-02-21,0.81,1271,24,0,14.4,0.0,400.0
K432,travel backpack,C009,Electronics Deals,phrase,2025-02-21,5.03,514,5,0,19.4,0.0,500.0
K433,wireless charger pad,C008,Pet Supplies,broad,2025-02-21,3.04,1533,16,0,30.08,0.0,120.0
K434,led desk lamp,C008,Pet Supplies,phrase,2025-02-21,2.31,484,5,3,8.3,95.08,120.0
K435,protein powder,C007,Beauty & Personal Care,exact,2025-02-21,2.06,1023,8,0,10.08,0.0,350.0
K436,electric kettle,C002,Phone Accessories,exact,2025-02-21,1.0,177,0,0,0.0,0.0,250.0
K437,tablet stand,C008,Pet Supplies,broad,2025-02-21,4.13,807,7,0,15.82,0.0,120.0
K438,noise machine sleep,C005,Kids & Toys,phrase,2025-02-21,3.54,1085,30,4,43.8,38.44,150.0
K439,car phone mount,C003,Home & Kitchen,phrase,2025-02-21,6.28,272,1,0,4.87,0.0,400.0
K440,reusable water bottle,C006,Office Supplies,exact,2025-02-21,2.16,1118,21,0,24.99,0.0,180.0
K441,massage gun,C001,Headphones & Audio,broad,2025-02-21,1.42,584,11,2,14.08,97.16,300.0
K442,smart plug wifi,C003,Home & Kitchen,exact,2025-02-21,2.35,1255,8,0,8.4,0.0,400.0
K443,hiking boots men,C008,Pet Supplies,broad,2025-02-21,4.11,1564,10,2,28.5,58.39,120.0
K444,face wash cleanser,C010,Garden & Tools,phrase,2025-02-21,4.14,1708,26,2,43.68,72.49,80.0
K445,baby monitor camera,C005,Kids & Toys,exact,2025-02-21,0.61,1697,17,0,8.16,0.0,150.0
K446,electric shaver,C007,Beauty & Personal Care,exact,2025-02-21,2.89,1547,36,1,79.2,18.48,350.0
K447,wall art canvas,C009,Electronics Deals,phrase,2025-02-21,0.84,1593,13,1,8.84,48.63,500.0
K448,portable fan mini,C010,Garden & Tools,phrase,2025-02-21,4.65,286,4,0,10.48,0.0,80.0
K449,jump rope fitness,C005,Kids & Toys,broad,2025-02-21,2.24,1648,15,0,25.95,0.0,150.0
K001,wireless headphones,C001,Headphones & Audio,exact,2025-02-22,3.71,505,4,0,8.32,0.0,300.0
K002,bluetooth earbuds,C001,Headphones & Audio,phrase,2025-02-22,2.8,1617,18,0,39.6,0.0,300.0
K003,noise cancelling,C001,Headphones & Audio,broad,2025-02-22,3.58,1869,11,0,25.08,0.0,300.0
K004,over ear headphones,C001,Headphones & Audio,exact,2025-02-22,3.34,1099,10,0,31.2,0.0,300.0
K005,phone case iphone,C002,Phone Accessories,exact,2025-02-22,1.29,1195,12,0,12.84,0.0,250.0
K006,screen protector,C002,Phone Accessories,phrase,2025-02-22,1.06,305,5,0,3.7,0.0,250.0
K007,phone charger fast,C002,Phone Accessories,exact,2025-02-22,2.03,1583,18,3,31.86,52.54,250.0
K008,usb c cable,C002,Phone Accessories,broad,2025-02-22,1.18,288,1,0,0.74,0.0,250.0
K009,air fryer,C003,Home & Kitchen,exact,2025-02-22,5.45,1909,20,1,64.8,53.66,400.0
K010,instant pot,C003,Home & Kitchen,phrase,2025-02-22,4.07,1088,11,0,42.02,0.0,400.0
K011,kitchen knife set,C003,Home & Kitchen,exact,2025-02-22,2.68,440,4,0,10.0,0.0,400.0
K012,blender smoothie,C003,Home & Kitchen,broad,2025-02-22,3.76,770,9,0,17.19,0.0,400.0
K013,coffee maker,C003,Home & Kitchen,phrase,2025-02-22,4.28,1077,7,0,27.58,0.0,400.0
K014,yoga mat,C004,Fitness & Outdoors,exact,2025-02-22,2.53,203,0,0,0.0,0.0,200.0
K015,resistance bands,C004,Fitness & Outdoors,phrase,2025-02-22,1.99,1039,16,0,28.32,0.0,200.0
K016,running shoes men,C004,Fitness & Outdoors,broad,2025-02-22,3.5,1527,12,0,24.48,0.0,200.0
K017,water bottle insulated,C004,Fitness & Outdoors,exact,2025-02-22,1.68,183,5,1,6.7,11.6,200.0
K018,kids puzzle,C005,Kids & Toys,exact,2025-02-22,1.0,1314,19,2,10.45,18.88,150.0
K019,lego set,C005,Kids & Toys,phrase,2025-02-22,2.71,728,11,0,27.72,0.0,150.0
K020,toy dinosaur,C005,Kids & Toys,broad,2025-02-22,0.74,1089,23,0,14.26,0.0,150.0
K021,coloring book kids,C005,Kids & Toys,exact,2025-02-22,0.54,708,13,0,4.68,0.0,150.0
K022,desk organizer,C006,Office Supplies,exact,2025-02-22,1.53,1652,15,1,14.85,14.88,180.0
K023,standing desk converter,C006,Office Supplies,phrase,2025-02-22,4.57,1594,12,0,48.36,0.0,180.0
K024,office chair ergonomic,C006,Office Supplies,exact,2025-02-22,6.52,874,7,0,40.11,0.0,180.0
K025,moisturizer face,C007,Beauty & Personal Care,exact,2025-02-22,2.2,1621,24,3,44.4,46.71,350.0
K026,sunscreen spf 50,C007,Beauty & Personal Care,phrase,2025-02-22,1.81,1700,35,2,57.05,23.12,350.0
K027,hair dryer,C007,Beauty & Personal Care,broad,2025-02-22,2.64,1292,14,1,25.06,29.77,350.0
K028,makeup brush set,C007,Beauty & Personal Care,exact,2025-02-22,1.58,1630,39,3,33.15,41.46,350.0
K029,vitamin c serum,C007,Beauty & Personal Care,phrase,2025-02-22,2.51,365,5,0,9.45,0.0,350.0
K030,dog food grain free,C008,Pet Supplies,exact,2025-02-22,1.81,755,8,1,13.6,19.43,120.0
K031,cat litter,C008,Pet Supplies,phrase,2025-02-22,1.38,191,5,1,3.6,14.88,120.0
K032,dog bed large,C008,Pet Supplies,broad,2025-02-22,2.54,1181,14,0,24.5,0.0,120.0
K033,laptop stand,C009,Electronics Deals,exact,2025-02-22,2.81,341,4,1,10.4,23.53,500.0
K034,mechanical keyboard,C009,Electronics Deals,phrase,2025-02-22,4.59,1041,11,3,42.24,117.18,500.0
K035,monitor 27 inch,C009,Electronics Deals,exact,2025-02-22,6.28,1530,7,2,26.74,122.76,500.0
K036,wireless mouse,C009,Electronics Deals,broad,2025-02-22,2.1,646,6,0,10.5,0.0,500.0
K037,usb hub,C009,Electronics Deals,phrase,2025-02-22,1.76,1371,16,1,24.96,12.87,500.0
K038,hdmi cable,C009,Electronics Deals,exact,2025-02-22,1.14,425,6,0,4.86,0.0,500.0
K039,garden hose,C010,Garden & Tools,exact,2025-02-22,1.29,1665,34,3,32.64,37.86,80.0
K040,lawn mower,C010,Garden & Tools,phrase,2025-02-22,5.74,1080,5,0,16.35,0.0,80.0
K180,bluetooth speaker portable,C001,Headphones & Audio,phrase,2025-02-22,3.28,192,0,0,0.0,0.0,300.0
K181,yoga pants women,C004,Fitness & Outdoors,exact,2025-02-22,2.0,148,0,0,0.0,0.0,200.0
K182,dog treats natural,C008,Pet Supplies,exact,2025-02-22,1.1,200,2,0,1.18,0.0,120.0
K201,portable speaker waterproof,C001,Headphones & Audio,broad,2025-02-22,2.0,534,7,0,10.35,0.0,300.0
K202,smart watch fitness,C009,Electronics Deals,broad,2025-02-22,4.5,3482,30,0,107.7,0.0,500.0
K205,premium leather wallet,C002,Phone Accessories,exact,2025-02-22,1.5,40,6,1,6.84,44.16,250.0
K206,gaming headset rgb,C009,Electronics Deals,phrase,2025-02-22,3.8,737,13,5,38.74,183.0,500.0
K207,power drill cordless,C010,Garden & Tools,exact,2025-02-22,4.0,2210,26,1,76.96,60.68,80.0
K300,travel backpack,C009,Electronics Deals,exact,2025-02-22,0.92,1663,4,1,2.6,10.58,500.0
K301,wireless charger pad,C004,Fitness & Outdoors,broad,2025-02-22,4.89,242,1,0,4.61,0.0,200.0
K302,led desk lamp,C006,Office Supplies,exact,2025-02-22,4.31,1067,25,0,44.0,0.0,180.0
K303,protein powder,C004,Fitness & Outdoors,exact,2025-02-22,1.02,357,4,0,2.8,0.0,200.0
K304,electric kettle,C005,Kids & Toys,broad,2025-02-22,4.59,1622,19,0,61.75,0.0,150.0
K305,tablet stand,C002,Phone Accessories,exact,2025-02-22,2.77,196,4,0,7.52,0.0,250.0
K306,noise machine sleep,C002,Phone Accessories,phrase,2025-02-22,3.31,1601,18,1,53.82,41.01,250.0
K307,car phone mount,C001,Headphones & Audio,phrase,2025-02-22,1.32,595,6,0,6.18,0.0,300.0
K308,reusable water bottle,C006,Office Supplies,broad,2025-02-22,2.17,626,6,0,5.22,0.0,180.0
K309,massage gun,C007,Beauty & Personal Care,phrase,2025-02-22,4.36,351,11,0,36.74,0.0,350.0
K310,smart plug wifi,C006,Office Supplies,phrase,2025-02-22,3.85,939,28,0,71.12,0.0,180.0
K311,hiking boots men,C002,Phone Accessories,phrase,2025-02-22,3.57,1061,21,0,68.25,0.0,250.0
K312,face wash cleanser,C002,Phone Accessories,exact,2025-02-22,1.44,1451,25,0,19.25,0.0,250.0
K313,baby monitor camera,C009,Electronics Deals,broad,2025-02-22,4.83,950,14,1,58.38,42.24,500.0
K314,electric shaver,C001,Headphones & Audio,phrase,2025-02-22,2.94,855,11,0,22.66,0.0,300.0
K315,wall art canvas,C004,Fitness & Outdoors,phrase,2025-02-22,3.83,796,22,3,41.58,45.96,200.0
K316,portable fan mini,C006,Office Supplies,phrase,2025-02-22,2.43,529,5,1,8.4,21.26,180.0
K317,jump rope fitness,C004,Fitness & Outdoors,broad,2025-02-22,4.68,164,1,0,3.83,0.0,200.0
K318,door mat outdoor,C010,Garden & Tools,phrase,2025-02-22,2.63,1054,19,1,43.51,36.27,80.0
K319,shower head rain,C006,Office Supplies,phrase,2025-02-22,2.95,1195,15,0,33.3,0.0,180.0
K320,night light kids,C007,Beauty & Personal Care,exact,2025-02-22,3.55,238,4,0,8.32,0.0,350.0
K321,lunch box adult,C009,Electronics Deals,exact,2025-02-22,1.63,1260,14,0,16.94,0.0,500.0
K322,bike lock,C006,Office Supplies,broad,2025-02-22,4.66,1537,12,0,36.96,0.0,180.0
K323,hand cream moisturizer,C003,Home & Kitchen,exact,2025-02-22,2.28,1109,13,2,13.52,94.48,400.0
K324,whiteboard magnetic,C007,Beauty & Personal Care,phrase,2025-02-22,4.63,1030,10,0,20.0,0.0,350.0
K325,surge protector,C002,Phone Accessories,broad,2025-02-22,5.42,578,16,0,62.08,0.0,250.0
K326,pillow memory foam,C003,Home & Kitchen,phrase,2025-02-22,2.5,209,3,0,7.11,0.0,400.0
K327,tea kettle stovetop,C009,Electronics Deals,broad,2025-02-22,1.54,775,9,0,8.28,0.0,500.0
K328,food storage containers,C003,Home & Kitchen,phrase,2025-02-22,1.88,107,0,0,0.0,0.0,400.0
K329,yoga block,C009,Electronics Deals,broad,2025-02-22,5.43,190,3,0,8.25,0.0,500.0
K330,packing cubes travel,C004,Fitness & Outdoors,broad,2025-02-22,4.63,527,7,3,14.84,149.31,200.0
K331,desk pad leather,C001,Headphones & Audio,phrase,2025-02-22,5.68,384,7,0,29.54,0.0,300.0
K332,garlic press,C008,Pet Supplies,broad,2025-02-22,0.65,821,12,0,5.4,0.0,120.0
K333,resistance loop bands,C001,Headphones & Audio,broad,2025-02-22,5.04,737,8,1,27.04,48.71,300.0
K334,solar garden lights,C004,Fitness & Outdoors,phrase,2025-02-22,2.11,1205,4,0,4.96,0.0,200.0
K335,hand sanitizer bulk,C010,Garden & Tools,exact,2025-02-22,2.41,213,4,0,8.76,0.0,80.0
K336,rain jacket women,C008,Pet Supplies,exact,2025-02-22,3.89,759,5,0,11.75,0.0,120.0
K337,measuring cups set,C004,Fitness & Outdoors,exact,2025-02-22,4.51,538,9,1,27.81,42.85,200.0
K338,camping lantern,C008,Pet Supplies,phrase,2025-02-22,1.58,1690,17,0,14.11,0.0,120.0
K339,electric blanket,C009,Electronics Deals,exact,2025-02-22,2.92,198,4,1,8.0,67.28,500.0
K340,label maker,C009,Electronics Deals,broad,2025-02-22,1.65,301,5,0,3.85,0.0,500.0
K341,insulated lunch bag,C003,Home & Kitchen,exact,2025-02-22,1.6,382,5,0,4.65,0.0,400.0
K342,bath towel set,C010,Garden & Tools,exact,2025-02-22,1.8,947,8,1,9.52,11.68,80.0
K343,wall clock modern,C008,Pet Supplies,exact,2025-02-22,1.57,299,2,0,1.46,0.0,120.0
K344,pepper grinder,C004,Fitness & Outdoors,phrase,2025-02-22,2.21,1520,26,2,45.5,54.1,200.0
K345,laptop sleeve 15,C008,Pet Supplies,exact,2025-02-22,1.97,611,15,1,27.45,31.83,120.0
K346,plant pot indoor,C002,Phone Accessories,exact,2025-02-22,4.84,1160,17,1,75.82,54.01,250.0
K347,first aid kit,C004,Fitness & Outdoors,broad,2025-02-22,1.91,125,0,0,0.0,0.0,200.0
K348,exercise ball,C009,Electronics Deals,broad,2025-02-22,5.43,585,12,0,29.76,0.0,500.0
K349,curtain rod,C008,Pet Supplies,broad,2025-02-22,5.6,209,1,1,3.72,48.77,120.0
K350,baking sheet set,C003,Home & Kitchen,phrase,2025-02-22,2.4,320,5,0,7.85,0.0,400.0
K351,car vacuum cleaner,C005,Kids & Toys,broad,2025-02-22,4.67,750,12,0,49.32,0.0,150.0
K352,spice rack organizer,C002,Phone Accessories,broad,2025-02-22,5.28,928,4,0,10.92,0.0,250.0
K353,tension rod curtain,C002,Phone Accessories,exact,2025-02-22,4.03,1235,37,7,94.72,403.68,250.0
K354,foam roller,C008,Pet Supplies,phrase,2025-02-22,4.48,1265,12,0,44.28,0.0,120.0
K355,bird feeder,C006,Office Supplies,broad,2025-02-22,4.69,707,10,0,28.2,0.0,180.0
K356,extension cord outdoor,C006,Office Supplies,broad,2025-02-22,5.11,727,11,0,22.88,0.0,180.0
K357,toothbrush holder,C001,Headphones & Audio,exact,2025-02-22,6.29,118,0,0,0.0,0.0,300.0
K358,wine opener,C005,Kids & Toys,exact,2025-02-22,0.98,1156,23,2,18.86,109.76,150.0
K359,laundry basket,C002,Phone Accessories,broad,2025-02-22,2.96,644,8,0,22.48,0.0,250.0
K360,cutting board bamboo,C007,Beauty & Personal Care,broad,2025-02-22,2.23,1203,25,4,29.0,169.07,350.0
K361,notebook journal,C004,Fitness & Outdoors,phrase,2025-02-22,1.57,202,2,0,1.26,0.0,200.0
K362,hair clips women,C001,Headphones & Audio,broad,2025-02-22,5.38,1604,21,1,52.29,48.1,300.0
K363,phone tripod,C003,Home & Kitchen,broad,2025-02-22,4.57,770,16,2,54.88,52.02,400.0
K364,drawer organizer,C008,Pet Supplies,phrase,2025-02-22,4.03,1172,17,2,50.49,18.78,120.0
K365,water filter pitcher,C004,Fitness & Outdoors,phrase,2025-02-22,0.88,983,15,2,9.0,21.86,200.0
K366,dog leash retractable,C005,Kids & Toys,phrase,2025-02-22,1.97,954,11,0,9.57,0.0,150.0
K367,bath bomb set,C008,Pet Supplies,phrase,2025-02-22,4.89,81,0,0,0.0,0.0,120.0
K368,cast iron skillet,C003,Home & Kitchen,exact,2025-02-22,4.24,1269,27,0,57.78,0.0,400.0
K369,bookshelf small,C008,Pet Supplies,phrase,2025-02-22,3.02,319,2,0,2.6,0.0,120.0
K370,flashlight tactical,C002,Phone Accessories,exact,2025-02-22,0.5,1375,5,0,1.4,0.0,250.0
K371,ice cube tray,C006,Office Supplies,broad,2025-02-22,2.76,755,4,0,9.84,0.0,180.0
K372,picture frame set,C004,Fitness & Outdoors,phrase,2025-02-22,1.39,439,6,2,6.0,26.87,200.0
K373,cable management,C002,Phone Accessories,broad,2025-02-22,4.57,617,0,0,0.0,0.0,250.0
K374,shoe rack,C006,Office Supplies,exact,2025-02-22,2.13,354,7,2,6.3,45.3,180.0
K375,kitchen timer digital,C009,Electronics Deals,phrase,2025-02-22,1.69,1081,16,0,25.28,0.0,500.0
K376,makeup organizer,C002,Phone Accessories,phrase,2025-02-22,2.11,357,12,0,23.88,0.0,250.0
K378,wall hooks adhesive,C005,Kids & Toys,broad,2025-02-22,2.05,862,15,2,20.4,24.04,150.0
K379,hand towel set,C009,Electronics Deals,phrase,2025-02-22,1.91,1279,25,1,20.5,13.87,500.0
K380,egg cooker electric,C003,Home & Kitchen,exact,2025-02-22,2.64,675,14,0,26.46,0.0,400.0
K381,puzzle 1000 piece,C002,Phone Accessories,phrase,2025-02-22,3.76,1178,30,2,70.8,89.07,250.0
K382,yoga strap,C004,Fitness & Outdoors,broad,2025-02-22,3.52,610,7,1,19.95,11.17,200.0
K383,tool set home,C007,Beauty & Personal Care,phrase,2025-02-22,0.95,233,5,2,4.1,98.71,350.0
K384,soap dispenser,C006,Office Supplies,exact,2025-02-22,0.73,252,0,0,0.0,0.0,180.0
K385,coaster set,C004,Fitness & Outdoors,broad,2025-02-22,5.45,584,10,2,33.7,48.13,200.0
K386,mouse pad large,C003,Home & Kitchen,exact,2025-02-22,4.36,192,1,0,1.94,0.0,400.0
K387,storage bins fabric,C003,Home & Kitchen,exact,2025-02-22,3.87,633,4,0,9.64,0.0,400.0
K388,can opener electric,C010,Garden & Tools,exact,2025-02-22,5.04,1561,26,1,107.12,46.51,80.0
K389,bath mat non slip,C003,Home & Kitchen,phrase,2025-02-22,1.16,1313,19,1,11.02,43.56,400.0
K390,key finder bluetooth,C007,Beauty & Personal Care,phrase,2025-02-22,4.71,894,12,0,43.32,0.0,350.0
K391,chip clips,C002,Phone Accessories,broad,2025-02-22,1.5,643,15,0,11.25,0.0,250.0
K392,salad spinner,C008,Pet Supplies,phrase,2025-02-22,2.93,731,2,1,4.82,35.05,120.0
K393,desk fan quiet,C003,Home & Kitchen,exact,2025-02-22,2.35,1212,20,0,29.6,0.0,400.0
K394,luggage tag,C009,Electronics Deals,phrase,2025-02-22,2.78,1001,13,1,31.72,44.8,500.0
K395,lint roller,C010,Garden & Tools,broad,2025-02-22,1.41,1604,27,1,18.36,31.79,80.0
K396,tape measure,C008,Pet Supplies,phrase,2025-02-22,6.48,184,1,0,4.01,0.0,120.0
K397,ice pack lunch,C004,Fitness & Outdoors,broad,2025-02-22,5.38,1248,9,0,26.1,0.0,200.0
K398,door stopper,C002,Phone Accessories,exact,2025-02-22,6.25,106,3,0,9.24,0.0,250.0
K399,broom dustpan set,C009,Electronics Deals,exact,2025-02-22,0.73,577,8,1,2.48,49.81,500.0
K400,magnifying glass,C003,Home & Kitchen,phrase,2025-02-22,2.83,522,16,1,31.52,51.09,400.0
K401,fly swatter,C005,Kids & Toys,broad,2025-02-22,5.29,335,2,0,6.44,0.0,150.0
K402,jar opener,C004,Fitness & Outdoors,phrase,2025-02-22,2.56,848,6,0,10.38,0.0,200.0
K403,oven mitts,C002,Phone Accessories,phrase,2025-02-22,3.77,1137,10,0,25.5,0.0,250.0
K404,pot holder,C008,Pet Supplies,phrase,2025-02-22,2.92,785,15,2,30.0,139.66,120.0
K405,dish rack,C003,Home & Kitchen,broad,2025-02-22,2.58,665,13,0,16.38,0.0,400.0
K406,sponge holder,C001,Headphones & Audio,exact,2025-02-22,2.77,494,7,1,11.62,37.83,300.0
K407,towel rack,C001,Headphones & Audio,broad,2025-02-22,0.49,1223,27,2,10.26,95.31,300.0
K408,trash bags tall,C008,Pet Supplies,exact,2025-02-22,0.73,1052,6,2,4.08,45.26,120.0
K409,aluminum foil,C007,Beauty & Personal Care,exact,2025-02-22,5.32,228,2,0,9.44,0.0,350.0
K411,zip ties,C010,Garden & Tools,phrase,2025-02-22,2.89,1568,16,0,22.08,0.0,80.0
K412,command strips,C003,Home & Kitchen,phrase,2025-02-22,2.49,972,25,4,45.75,157.14,400.0
K413,velcro strips,C009,Electronics Deals,exact,2025-02-22,2.53,320,11,1,22.88,42.58,500.0
K414,rubber bands,C009,Electronics Deals,phrase,2025-02-22,5.42,138,1,0,3.23,0.0,500.0
K415,binder clips,C001,Headphones & Audio,phrase,2025-02-22,1.65,869,11,0,9.79,0.0,300.0
K416,sticky notes,C008,Pet Supplies,phrase,2025-02-22,1.14,653,7,0,4.41,0.0,120.0
K418,mechanical pencil,C002,Phone Accessories,phrase,2025-02-22,1.28,646,9,1,5.94,39.36,250.0
K419,index cards,C003,Home & Kitchen,broad,2025-02-22,1.03,942,7,0,3.29,0.0,400.0
K420,envelope pack,C003,Home & Kitchen,broad,2025-02-22,1.33,385,9,1,7.38,26.78,400.0
K421,stamp pad ink,C002,Phone Accessories,exact,2025-02-22,3.67,86,1,0,2.78,0.0,250.0
K422,paper clips,C001,Headphones & Audio,phrase,2025-02-22,4.08,1423,35,3,58.8,119.75,300.0
K423,folder organizer,C007,Beauty & Personal Care,broad,2025-02-22,1.5,483,4,0,3.04,0.0,350.0
K424,scissors heavy duty,C004,Fitness & Outdoors,broad,2025-02-22,3.35,994,6,1,16.56,26.4,200.0
K425,glue stick,C001,Headphones & Audio,phrase,2025-02-22,2.81,1176,38,2,67.26,67.99,300.0
K426,tape dispenser,C004,Fitness & Outdoors,phrase,2025-02-22,5.86,186,1,0,2.37,0.0,200.0
K427,stapler,C009,Electronics Deals,exact,2025-02-22,5.58,440,7,2,30.31,129.24,500.0
K428,pencil sharpener,C005,Kids & Toys,phrase,2025-02-22,1.81,903,10,0,15.9,0.0,150.0
K429,ruler set,C001,Headphones & Audio,broad,2025-02-22,0.83,904,20,1,15.4,44.15,300.0
K430,eraser pack,C001,Headphones & Audio,exact,2025-02-22,4.6,978,29,1,70.47,36.15,300.0
K431,marker set,C003,Home & Kitchen,exact,2025-02-22,0.8,1192,38,2,22.42,97.29,400.0
K432,travel backpack,C009,Electronics Deals,phrase,2025-02-22,5.18,1432,10,0,46.7,0.0,500.0
K433,wireless charger pad,C008,Pet Supplies,broad,2025-02-22,3.28,898,19,3,33.82,151.07,120.0
K434,led desk lamp,C008,Pet Supplies,phrase,2025-02-22,2.12,1087,17,0,28.9,0.0,120.0
K435,protein powder,C007,Beauty & Personal Care,exact,2025-02-22,1.68,460,5,1,4.3,49.34,350.0
K436,electric kettle,C002,Phone Accessories,exact,2025-02-22,1.14,901,14,3,9.38,70.65,250.0
K437,tablet stand,C008,Pet Supplies,broad,2025-02-22,4.11,703,7,0,11.9,0.0,120.0
K438,noise machine sleep,C005,Kids & Toys,phrase,2025-02-22,2.91,1462,23,1,49.91,12.2,150.0
K439,car phone mount,C003,Home & Kitchen,phrase,2025-02-22,6.17,719,7,0,41.02,0.0,400.0
K440,reusable water bottle,C006,Office Supplies,exact,2025-02-22,2.06,387,7,1,6.86,64.08,180.0
K441,massage gun,C001,Headphones & Audio,broad,2025-02-22,1.33,283,4,0,3.4,0.0,300.0
K442,smart plug wifi,C003,Home & Kitchen,exact,2025-02-22,1.84,654,9,1,7.92,25.24,400.0
K443,hiking boots men,C008,Pet Supplies,broad,2025-02-22,3.69,1199,12,2,35.76,51.46,120.0
K444,face wash cleanser,C010,Garden & Tools,phrase,2025-02-22,3.62,1105,15,0,26.1,0.0,80.0
K445,baby monitor camera,C005,Kids & Toys,exact,2025-02-22,0.54,805,14,0,3.92,0.0,150.0
K446,electric shaver,C007,Beauty & Personal Care,exact,2025-02-22,2.39,261,8,0,10.64,0.0,350.0
K447,wall art canvas,C009,Electronics Deals,phrase,2025-02-22,0.77,163,0,0,0.0,0.0,500.0
K448,portable fan mini,C010,Garden & Tools,phrase,2025-02-22,3.95,1284,5,0,8.45,0.0,80.0
K449,jump rope fitness,C005,Kids & Toys,broad,2025-02-22,2.85,976,9,0,14.76,0.0,150.0
K001,wireless headphones,C001,Headphones & Audio,exact,2025-02-23,3.91,2011,25,1,67.25,22.07,300.0
K002,bluetooth earbuds,C001,Headphones & Audio,phrase,2025-02-23,2.8,1064,10,0,23.2,0.0,300.0
K003,noise cancelling,C001,Headphones & Audio,broad,2025-02-23,3.61,1716,13,1,34.97,31.7,300.0
K004,over ear headphones,C001,Headphones & Audio,exact,2025-02-23,2.83,1064,13,0,28.86,0.0,300.0
K005,phone case iphone,C002,Phone Accessories,exact,2025-02-23,1.7,816,17,1,22.27,9.7,250.0
K006,screen protector,C002,Phone Accessories,phrase,2025-02-23,0.95,389,5,0,3.2,0.0,250.0
K007,phone charger fast,C002,Phone Accessories,exact,2025-02-23,1.72,1695,29,0,38.57,0.0,250.0
K008,usb c cable,C002,Phone Accessories,broad,2025-02-23,1.34,224,2,0,1.44,0.0,250.0
K009,air fryer,C003,Home & Kitchen,exact,2025-02-23,5.41,1499,16,0,76.16,0.0,400.0
K010,instant pot,C003,Home & Kitchen,phrase,2025-02-23,4.65,1393,10,1,26.4,35.68,400.0
K011,kitchen knife set,C003,Home & Kitchen,exact,2025-02-23,2.81,222,2,0,4.32,0.0,400.0
K012,blender smoothie,C003,Home & Kitchen,broad,2025-02-23,3.68,885,10,0,29.3,0.0,400.0
K013,coffee maker,C003,Home & Kitchen,phrase,2025-02-23,3.78,694,3,0,7.11,0.0,400.0
K014,yoga mat,C004,Fitness & Outdoors,exact,2025-02-23,2.46,356,5,0,10.7,0.0,200.0
K015,resistance bands,C004,Fitness & Outdoors,phrase,2025-02-23,1.54,574,6,0,5.52,0.0,200.0
K016,running shoes men,C004,Fitness & Outdoors,broad,2025-02-23,3.96,316,3,0,9.96,0.0,200.0
K017,water bottle insulated,C004,Fitness & Outdoors,exact,2025-02-23,1.6,277,7,1,7.0,11.28,200.0
K018,kids puzzle,C005,Kids & Toys,exact,2025-02-23,0.94,1188,24,1,18.72,11.24,150.0
K019,lego set,C005,Kids & Toys,phrase,2025-02-23,2.24,1156,10,0,19.1,0.0,150.0
K020,toy dinosaur,C005,Kids & Toys,broad,2025-02-23,0.74,298,6,1,3.48,7.29,150.0
K021,coloring book kids,C005,Kids & Toys,exact,2025-02-23,0.56,1673,32,2,15.68,10.92,150.0
K022,desk organizer,C006,Office Supplies,exact,2025-02-23,1.63,1521,23,1,34.96,15.15,180.0
K023,standing desk converter,C006,Office Supplies,phrase,2025-02-23,5.28,2035,15,0,69.9,0.0,180.0
K024,office chair ergonomic,C006,Office Supplies,exact,2025-02-23,5.75,606,2,0,10.3,0.0,180.0
K025,moisturizer face,C007,Beauty & Personal Care,exact,2025-02-23,2.22,271,5,0,10.5,0.0,350.0
K026,sunscreen spf 50,C007,Beauty & Personal Care,phrase,2025-02-23,1.89,827,10,0,16.9,0.0,350.0
K027,hair dryer,C007,Beauty & Personal Care,broad,2025-02-23,2.98,477,4,0,8.84,0.0,350.0
K028,makeup brush set,C007,Beauty & Personal Care,exact,2025-02-23,1.72,597,14,2,16.24,19.64,350.0
K029,vitamin c serum,C007,Beauty & Personal Care,phrase,2025-02-23,2.53,1208,16,1,22.4,22.47,350.0
K030,dog food grain free,C008,Pet Supplies,exact,2025-02-23,1.74,1167,17,0,25.84,0.0,120.0
K031,cat litter,C008,Pet Supplies,phrase,2025-02-23,1.34,1182,22,0,15.62,0.0,120.0
K032,dog bed large,C008,Pet Supplies,broad,2025-02-23,2.62,2032,18,0,25.38,0.0,120.0
K033,laptop stand,C009,Electronics Deals,exact,2025-02-23,2.94,520,6,1,15.06,21.6,500.0
K034,mechanical keyboard,C009,Electronics Deals,phrase,2025-02-23,3.74,937,6,0,21.18,0.0,500.0
K035,monitor 27 inch,C009,Electronics Deals,exact,2025-02-23,5.88,965,6,0,19.62,0.0,500.0
K036,wireless mouse,C009,Electronics Deals,broad,2025-02-23,1.92,972,15,1,21.15,15.73,500.0
